60.000000 0.000539
30.000000 0.000922
20.000000 0.006918
15.000000 0.005593
12.000000 0.007517
10.000000 0.004633
8.571429 0.007989
7.500000 0.016755
6.666667 0.015944
6.000000 0.016386
5.454545 0.003107
5.000000 0.009415
4.615385 0.010576
4.285714 0.005877
4.000000 0.012058
3.750000 0.011374
3.529412 0.015639
3.333333 0.037806
3.157895 0.016762
3.000000 0.014661
2.857143 0.009260
2.727273 0.031313
2.608696 0.005231
2.500000 0.006123
2.400000 0.019809
2.307692 0.034673
2.222222 0.034316
2.142857 0.040843
2.068966 0.051448
2.000000 0.031138
1.935484 0.020086
1.875000 0.016312
1.818182 0.009148
1.764706 0.007850
1.714286 0.006680
1.666667 0.015408
1.621622 0.012602
1.578947 0.012237
1.538462 0.003251
1.500000 0.009852
1.463415 0.001835
1.428571 0.003342
1.395349 0.004950
1.363636 0.006402
1.333333 0.012383
1.304348 0.027396
1.276596 0.012609
1.250000 0.006969
1.224490 0.003429
1.200000 0.008617
1.176471 0.004352
1.153846 0.007180
1.132075 0.008520
1.111111 0.007292
1.090909 0.007181
1.071429 0.003124
1.052632 0.002216
1.034483 0.005586
1.016949 0.004932
1.000000 0.006025
