0.000000 -0.133898
0.500000 -0.143953
1.000000 -0.161073
1.500000 -0.180556
2.000000 -0.196837
2.500000 -0.205138
3.000000 -0.202872
3.500000 -0.190366
4.000000 -0.170722
4.500000 -0.148901
5.000000 -0.130333
5.500000 -0.119488
6.000000 -0.118807
6.500000 -0.128247
7.000000 -0.145491
7.500000 -0.166680
8.000000 -0.187393
8.500000 -0.203602
9.000000 -0.212392
9.500000 -0.212345
10.000000 -0.203615
10.500000 -0.187767
11.000000 -0.167479
11.500000 -0.146164
12.000000 -0.127515
12.500000 -0.114980
13.000000 -0.111166
13.500000 -0.117262
14.000000 -0.132615
14.500000 -0.154623
15.000000 -0.179065
15.500000 -0.200900
16.000000 -0.215383
16.500000 -0.219253
17.000000 -0.211634
17.500000 -0.194371
18.000000 -0.171644
18.500000 -0.148910
19.000000 -0.131470
19.500000 -0.123057
20.000000 -0.124873
20.500000 -0.135378
21.000000 -0.150868
21.500000 -0.166685
22.000000 -0.178636
22.500000 -0.184186
23.000000 -0.183053
23.500000 -0.177043
24.000000 -0.169222
24.500000 -0.162744
25.000000 -0.159758
25.500000 -0.160761
26.000000 -0.164599
26.500000 -0.169070
27.000000 -0.171874
27.500000 -0.171541
28.000000 -0.167988
28.500000 -0.162505
29.000000 -0.157212
29.500000 -0.154192
30.000000 -0.154664
30.500000 -0.158495
31.000000 -0.164248
31.500000 -0.169732
32.000000 -0.172843
32.500000 -0.172372
33.000000 -0.168469
33.500000 -0.162591
34.000000 -0.156966
34.500000 -0.153769
35.000000 -0.154321
35.500000 -0.158620
36.000000 -0.165355
36.500000 -0.172391
37.000000 -0.177539
37.500000 -0.179304
38.000000 -0.177349
38.500000 -0.172516
39.000000 -0.166424
39.500000 -0.160820
40.000000 -0.156959
40.500000 -0.155244
41.000000 -0.155245
41.500000 -0.156078
42.000000 -0.156928
42.500000 -0.157499
43.000000 -0.158158
43.500000 -0.159726
44.000000 -0.162984
44.500000 -0.168124
45.000000 -0.174409
45.500000 -0.180216
46.000000 -0.183514
46.500000 -0.182614
47.000000 -0.176921
47.500000 -0.167365
48.000000 -0.156305
48.500000 -0.146889
49.000000 -0.142036
49.500000 -0.143412
50.000000 -0.150763
50.500000 -0.161878
51.000000 -0.173243
51.500000 -0.181189
52.000000 -0.183149
52.500000 -0.178575
53.000000 -0.169186
53.500000 -0.158418
54.000000 -0.150251
54.500000 -0.147806
55.000000 -0.152205
55.500000 -0.162101
56.000000 -0.174071
56.500000 -0.183749
57.000000 -0.187341
57.500000 -0.182979
58.000000 -0.171469
58.500000 -0.156141
59.000000 -0.141835
59.500000 -0.133356
60.000000 -0.133898
