0.000000 -0.165530 -0.168542
0.500000 -0.154340 -0.151328
1.000000 -0.097950 -0.100962
1.500000 -0.130090 -0.127078
2.000000 -0.302620 -0.305633
2.500000 -0.238990 -0.235978
3.000000 -0.011920 -0.014932
3.500000 -0.124030 -0.121018
4.000000 -0.500460 -0.503473
4.500000 -0.365200 -0.362188
5.000000 0.212700 0.209688
5.500000 0.086990 0.090003
6.000000 -0.157890 -0.160903
6.500000 -0.330840 -0.327827
7.000000 -0.161180 -0.164193
7.500000 -0.085070 -0.082058
8.000000 -0.284730 -0.287742
8.500000 -0.238050 -0.235037
9.000000 -0.083620 -0.086633
9.500000 0.025180 0.028193
10.000000 -0.205420 -0.208432
10.500000 -0.495950 -0.492937
11.000000 -0.235930 -0.238943
11.500000 0.102400 0.105412
12.000000 -0.096510 -0.099523
12.500000 -0.123490 -0.120477
13.000000 -0.206830 -0.209843
13.500000 -0.159030 -0.156017
14.000000 -0.032950 -0.035963
14.500000 -0.226210 -0.223198
15.000000 -0.163500 -0.166513
15.500000 -0.233690 -0.230678
16.000000 -0.220920 -0.223932
16.500000 -0.178570 -0.175558
17.000000 -0.344110 -0.347122
17.500000 -0.258890 -0.255878
18.000000 -0.088090 -0.091102
18.500000 -0.176840 -0.173828
19.000000 -0.143400 -0.146412
19.500000 -0.015020 -0.012008
20.000000 -0.193830 -0.196843
20.500000 -0.143230 -0.140218
21.000000 -0.261450 -0.264462
21.500000 -0.119500 -0.116488
22.000000 -0.093270 -0.096282
22.500000 -0.150570 -0.147558
23.000000 -0.128610 -0.131622
23.500000 -0.238220 -0.235208
24.000000 -0.185590 -0.188602
24.500000 -0.085490 -0.082478
25.000000 -0.209680 -0.212692
25.500000 -0.077770 -0.074757
26.000000 -0.169380 -0.172392
26.500000 -0.183260 -0.180248
27.000000 -0.206650 -0.209663
27.500000 -0.184620 -0.181607
28.000000 -0.097690 -0.100703
28.500000 -0.122970 -0.119958
29.000000 -0.218150 -0.221163
29.500000 -0.236240 -0.233227
30.000000 -0.133920 -0.136933
30.500000 -0.106250 -0.103237
31.000000 -0.190060 -0.193073
31.500000 -0.229080 -0.226067
32.000000 -0.164270 -0.167283
32.500000 -0.149350 -0.146337
33.000000 -0.185930 -0.188943
33.500000 -0.146180 -0.143167
34.000000 -0.203740 -0.206753
34.500000 -0.132940 -0.129927
35.000000 -0.124150 -0.127163
35.500000 -0.219870 -0.216858
36.000000 -0.162910 -0.165923
36.500000 -0.135130 -0.132117
37.000000 -0.178120 -0.181133
37.500000 -0.205890 -0.202877
38.000000 -0.213650 -0.216662
38.500000 -0.131600 -0.128588
39.000000 -0.072870 -0.075882
39.500000 -0.166710 -0.163698
40.000000 -0.274000 -0.277012
40.500000 -0.230840 -0.227828
41.000000 -0.090260 -0.093272
41.500000 -0.068270 -0.065257
42.000000 -0.144700 -0.147712
42.500000 -0.128660 -0.125648
43.000000 -0.189780 -0.192792
43.500000 -0.193830 -0.190818
44.000000 -0.181500 -0.184512
44.500000 -0.152470 -0.149458
45.000000 -0.121530 -0.124542
45.500000 -0.148840 -0.145828
46.000000 -0.195020 -0.198032
46.500000 -0.159310 -0.156297
47.000000 -0.181900 -0.184912
47.500000 -0.173220 -0.170207
48.000000 -0.163150 -0.166163
48.500000 -0.165260 -0.162247
49.000000 -0.120010 -0.123023
49.500000 -0.116700 -0.113687
50.000000 -0.175830 -0.178842
50.500000 -0.190880 -0.187867
51.000000 -0.202400 -0.205413
51.500000 -0.156900 -0.153888
52.000000 -0.203000 -0.206013
52.500000 -0.191560 -0.188548
53.000000 -0.138000 -0.141012
53.500000 -0.182460 -0.179448
54.000000 -0.202070 -0.205082
54.500000 -0.186380 -0.183368
55.000000 -0.124320 -0.127332
55.500000 -0.090010 -0.086997
56.000000 -0.176940 -0.179953
56.500000 -0.233920 -0.230907
57.000000 -0.203090 -0.206103
57.500000 -0.165850 -0.162837
58.000000 -0.132060 -0.135073
58.500000 -0.131250 -0.128237
59.000000 -0.151050 -0.154063
59.500000 -0.142680 -0.139668
60.000000 -0.170020 -0.168542
